SYMBOL,gain,TIMESTAMP
RICOAUTO,0.12530513697866916,28-NOV-2022
SETCO,0.11607144757801205,28-NOV-2022
JKTYRE,0.11235633937791846,28-NOV-2022
TANLA,0.11165445645756834,28-NOV-2022
DYNPROPP,0.1111111111111111,28-NOV-2022
INNOVANA,0.10498424253253155,28-NOV-2022
MEDICO,0.10493135525423959,28-NOV-2022
BIKAJI,0.10426358166283108,28-NOV-2022
DHRUV,0.10133334689670138,28-NOV-2022
PRECISION,0.10012515453343103,28-NOV-2022
DHANILOANS,0.1,28-NOV-2022
GOLDSTAR,0.0993243037043391,28-NOV-2022
UGARSUGAR,0.09640026626075866,28-NOV-2022
AARVI,0.09610841513189586,28-NOV-2022
MOREPENLAB,0.09499136191804292,28-NOV-2022
"
		-------------------------------------------------------------------------------		
"
NIFTYBEES,0.15365436327018414,08-DEC-2022
SIMPLEXINF,0.14412957936646,08-DEC-2022
TRU,0.14129516574233783,08-DEC-2022
DIGISPICE,0.14003941552819524,08-DEC-2022
SKIPPER,0.13975700112864708,08-DEC-2022
AURIONPRO,0.13851742411768714,08-DEC-2022
CROWN,0.1319533835129679,08-DEC-2022
VENKEYS,0.12043838291952055,08-DEC-2022
OPTIEMUS,0.11896551724137931,08-DEC-2022
CENTRALBK,0.10701751708984375,08-DEC-2022
PULZ,0.10393698384442668,08-DEC-2022
MPTODAY,0.10259742241401176,08-DEC-2022
KEC,0.10098691477449982,08-DEC-2022
PSB,0.09705369844150777,08-DEC-2022
AAATECH,0.09365081787109375,08-DEC-2022
UNIINFO,0.08974360750872633,08-DEC-2022
CHEMPLASTS,0.08808774022935432,08-DEC-2022
INDSWFTLAB,0.08214023666876825,08-DEC-2022
KARURVYSYA,0.0819512343988186,08-DEC-2022
ENERGYDEV,0.08158507868324125,08-DEC-2022
J&KBANK,0.0796848191479369,08-DEC-2022
VIVO,0.0784313725490196,08-DEC-2022
PRICOLLTD,0.07747987639808143,08-DEC-2022
PTL,0.07704405099746539,08-DEC-2022
SEPC,0.07655504357287837,08-DEC-2022
"
		-------------------------------------------------------------------------------		
"
